date,eq_A_BuyHold,alloc_A_BuyHold,eq_B_BaselineGate,alloc_B_BaselineGate,eq_C_System2_abs,alloc_C_System2_abs,eq_C2_System2_argmax,alloc_C2_System2_argmax,eq_C3_System2_rank,alloc_C3_System2_rank,eq_D_SingleFeat,alloc_D_SingleFeat
2008-07-14,0.7781495007833729,1.0,0.8593129093062735,0.5,0.7781495007833729,1.0,0.7781495007833729,1.0,0.7781495007833729,1.0,0.7781495007833729,1.0
2008-07-15,0.7430613618399093,1.0,0.8399389389269978,0.5,0.7430613618399093,1.0,0.7430613618399093,1.0,0.7430613618399093,1.0,0.7430613618399093,1.0
2008-07-16,0.7296227959827822,1.0,0.8323436208776334,0.5,0.7296227959827822,1.0,0.7296227959827822,1.0,0.7296227959827822,1.0,0.7296227959827822,1.0
2008-07-17,0.758312394467573,1.0,0.8487079699740668,0.5,0.758312394467573,1.0,0.758312394467573,1.0,0.758312394467573,1.0,0.758312394467573,1.0
2008-07-18,0.7410042609821679,1.0,0.8390222844033118,0.5,0.7410042609821679,1.0,0.7410042609821679,1.0,0.7410042609821679,1.0,0.7410042609821679,1.0
2008-07-21,0.770398405638109,1.0,0.8556634453897684,0.5,0.770398405638109,1.0,0.770398405638109,1.0,0.770398405638109,1.0,0.770398405638109,1.0
2008-07-22,0.7682217058932895,1.0,0.8544546407053345,0.5,0.7682217058932895,1.0,0.7682217058932895,1.0,0.7682217058932895,1.0,0.7682217058932895,1.0
2008-07-23,0.7947704842993842,1.0,0.8692190809314587,0.5,0.7947704842993842,1.0,0.7947704842993842,1.0,0.7947704842993842,1.0,0.7947704842993842,1.0
2008-07-24,0.8011037890014687,1.0,0.8726823633514506,0.5,0.8011037890014687,1.0,0.8011037890014687,1.0,0.8011037890014687,1.0,0.8011037890014687,1.0
2008-07-25,0.7864844559500989,1.0,0.8647195785705961,0.5,0.7864844559500989,1.0,0.7864844559500989,1.0,0.7864844559500989,1.0,0.7864844559500989,1.0
2008-07-29,0.7626570958563335,1.0,0.851620791542542,0.5,0.7626570958563335,1.0,0.7626570958563335,1.0,0.7626570958563335,1.0,0.7626570958563335,1.0
2008-07-30,0.7687327193198955,1.0,0.8550129629989313,0.5,0.7687327193198955,1.0,0.7687327193198955,1.0,0.7687327193198955,1.0,0.7687327193198955,1.0
2008-07-31,0.7636997806991316,1.0,0.8522140527570606,0.5,0.7636997806991316,1.0,0.7636997806991316,1.0,0.7636997806991316,1.0,0.7636997806991316,1.0
2008-08-01,0.7613599915628421,1.0,0.8509085651604761,0.5,0.7613599915628421,1.0,0.7613599915628421,1.0,0.7613599915628421,1.0,0.7613599915628421,1.0
2008-08-04,0.7586222643113658,1.0,0.8493787004491897,0.5,0.7586222643113658,1.0,0.7586222643113658,1.0,0.7586222643113658,1.0,0.7586222643113658,1.0
2008-08-05,0.7407955065610862,1.0,0.8393989852183826,0.5,0.7407955065610862,1.0,0.7407955065610862,1.0,0.7407955065610862,1.0,0.7407955065610862,1.0
2008-08-06,0.763936803948068,1.0,0.8525097434311604,0.5,0.763936803948068,1.0,0.763936803948068,1.0,0.763936803948068,1.0,0.763936803948068,1.0
2008-08-07,0.7637563183548411,1.0,0.8524090376358776,0.5,0.7637563183548411,1.0,0.7637563183548411,1.0,0.7637563183548411,1.0,0.7637563183548411,1.0
2008-08-08,0.7838119644552107,1.0,0.8636008363684933,0.5,0.7838119644552107,1.0,0.7838119644552107,1.0,0.7838119644552107,1.0,0.7838119644552107,1.0
2008-08-11,0.7964872719602584,1.0,0.8705836375114914,0.5,0.7964872719602584,1.0,0.7964872719602584,1.0,0.7964872719602584,1.0,0.7964872719602584,1.0
2008-08-12,0.793027602335875,1.0,0.8686928780026979,0.5,0.793027602335875,1.0,0.793027602335875,1.0,0.793027602335875,1.0,0.793027602335875,1.0
2008-08-13,0.7928688619948442,1.0,0.8686059348727873,0.5,0.7928688619948442,1.0,0.7928688619948442,1.0,0.7928688619948442,1.0,0.7928688619948442,1.0
2008-08-14,0.7965361987776993,1.0,0.8706147604475175,0.5,0.7965361987776993,1.0,0.7965361987776993,1.0,0.7965361987776993,1.0,0.7965361987776993,1.0
2008-08-15,0.7824485371425216,1.0,0.8629158472163319,0.5,0.7824485371425216,1.0,0.7824485371425216,1.0,0.7824485371425216,1.0,0.7824485371425216,1.0
2008-08-18,0.761164284293078,1.0,0.8511792803955809,0.5,0.761164284293078,1.0,0.761164284293078,1.0,0.761164284293078,1.0,0.761164284293078,1.0
2008-08-19,0.7587570848749811,1.0,0.8498333434469185,0.5,0.7587570848749811,1.0,0.7587570848749811,1.0,0.7587570848749811,1.0,0.7587570848749811,1.0
2008-08-20,0.7655307309340346,1.0,0.8536266986540333,1.0,0.7655307309340346,0.5,0.7655307309340346,0.0,0.7655307309340346,1.0,0.7655307309340346,1.0
2008-08-21,0.7522204620648637,1.0,0.8387847067994085,1.0,0.7588755964994491,0.5,0.7655307309340346,0.0,0.7522204620648637,1.0,0.7522204620648637,1.0
2008-08-22,0.7514767744397606,1.0,0.8379554368738602,1.0,0.7585004628660458,0.5,0.7655307309340346,0.0,0.7514767744397606,1.0,0.7514767744397606,1.0
2008-08-25,0.7644238975972582,1.0,0.8523924928291674,1.0,0.7650345296807299,0.5,0.7655307309340346,0.0,0.7644238975972582,1.0,0.7644238975972582,1.0
2008-08-26,0.757234917221261,1.0,0.8443762168821998,1.0,0.7614371681656582,0.5,0.7655307309340346,0.0,0.757234917221261,1.0,0.757234917221261,1.0
2008-08-27,0.7698873922115027,1.0,0.858484717062911,1.0,0.767798512913342,0.5,0.7655307309340346,0.0,0.7698873922115027,1.0,0.7698873922115027,1.0
2008-08-28,0.7647120221888549,1.0,0.8527137743061707,1.0,0.7652178488789882,0.5,0.7655307309340346,0.0,0.7647120221888549,1.0,0.7647120221888549,1.0
2008-08-29,0.76609719475374,1.0,0.8542583501616511,1.0,0.7659108932798031,0.5,0.7655307309340346,0.0,0.76609719475374,1.0,0.76609719475374,1.0
2008-09-01,0.7407618014201821,1.0,0.8260074030781301,1.0,0.7532462771758778,0.5,0.7655307309340346,0.0,0.7407618014201821,1.0,0.7407618014201821,1.0
2008-09-02,0.7284463778389783,1.0,0.8122747416063661,1.0,0.7469847860011163,0.5,0.7655307309340346,0.0,0.7284463778389783,1.0,0.7284463778389783,1.0
2008-09-03,0.7159548177149869,1.0,0.798345674099604,1.0,0.7405800555707712,0.5,0.7655307309340346,0.0,0.7159548177149869,1.0,0.7159548177149869,1.0
2008-09-04,0.6972212829481341,1.0,0.777456316179723,1.0,0.7308911185908151,0.5,0.7655307309340346,0.0,0.6972212829481341,1.0,0.6972212829481341,1.0
2008-09-05,0.6857669713538918,1.0,0.7646838619901729,1.0,0.7248873900626182,0.5,0.7655307309340346,0.0,0.6857669713538918,1.0,0.6857669713538918,1.0
2008-09-08,0.7239744667248712,1.0,0.807288210606687,1.0,0.7450809344860388,0.5,0.7655307309340346,0.0,0.7239744667248712,1.0,0.7239744667248712,1.0
2008-09-09,0.6985412197564312,1.0,0.7789281490592781,1.0,0.7319935755464446,0.5,0.7655307309340346,0.0,0.6985412197564312,1.0,0.6985412197564312,1.0
2008-09-10,0.7021552806714061,1.0,0.7829581099255394,1.0,0.7338871426664477,0.5,0.7655307309340346,0.0,0.7021552806714061,1.0,0.7021552806714061,1.0
2008-09-11,0.6797511473338687,1.0,0.7579757472269284,1.0,0.7221788312347646,0.5,0.7655307309340346,0.0,0.6797511473338687,1.0,0.6797511473338687,1.0
2008-09-12,0.6861366406412237,1.0,0.7650960721870829,1.0,0.725570857943105,0.5,0.7655307309340346,0.0,0.6861366406412237,1.0,0.6861366406412237,1.0
2008-09-15,0.65806025826836,1.0,0.7337887077317673,1.0,0.710725852123871,0.5,0.7655307309340346,0.0,0.65806025826836,1.0,0.65806025826836,1.0
2008-09-16,0.6258925066948192,1.0,0.6979191463030037,1.0,0.6933547585494203,0.5,0.7655307309340346,0.0,0.6258925066948192,1.0,0.6258925066948192,1.0
2008-09-17,0.6307069055310133,1.0,0.7032875779262905,1.0,0.6960214196029754,0.5,0.7655307309340346,0.0,0.6307069055310133,1.0,0.6307069055310133,1.0
2008-09-18,0.6134281281360727,1.0,0.6840203883695436,1.0,0.6864873562639154,0.5,0.7655307309340346,0.0,0.6134281281360727,1.0,0.6134281281360727,1.0
2008-09-19,0.6491370940297319,1.0,0.7238386810081188,1.0,0.7064683063270812,0.5,0.7655307309340346,0.0,0.6491370940297319,1.0,0.6491370940297319,1.0
2008-09-22,0.6643826903443465,1.0,0.7408387144818606,1.0,0.7147643432554831,0.5,0.7655307309340346,0.0,0.6643826903443465,1.0,0.6643826903443465,1.0
2008-09-23,0.6721685778931238,1.0,0.7495205886585447,1.0,0.7189524978246356,0.5,0.7655307309340346,0.0,0.6721685778931238,1.0,0.6721685778931238,1.0
2008-09-24,0.6667746680859064,1.0,0.7435059569324548,1.0,0.7160678308999371,0.5,0.7655307309340346,0.0,0.6667746680859064,1.0,0.6667746680859064,1.0
2008-09-25,0.6589713843353722,1.0,0.7348046846288572,1.0,0.7118777493502119,0.5,0.7655307309340346,0.0,0.6589713843353722,1.0,0.6589713843353722,1.0
2008-09-26,0.6447064988947971,1.0,0.7188982205598591,1.0,0.7041726692939533,0.5,0.7655307309340346,0.0,0.6447064988947971,1.0,0.6447064988947971,1.0
2008-09-30,0.6218359298976556,1.0,0.6933957455833822,1.0,0.6916826217710907,0.5,0.7655307309340346,0.0,0.6218359298976556,1.0,0.6218359298976556,1.0
2008-10-01,0.6266992555512907,1.0,0.6988187344386131,1.0,0.6943874171012564,0.5,0.7655307309340346,0.0,0.6266992555512907,1.0,0.6266992555512907,1.0
2008-10-02,0.6201441492768069,1.0,0.6915092777410529,1.0,0.6907558639484136,0.5,0.7655307309340346,0.0,0.6201441492768069,1.0,0.6201441492768069,1.0
2008-10-03,0.6243311975871465,1.0,0.6961781644125248,1.0,0.6930877638594062,0.5,0.7655307309340346,0.0,0.6243311975871465,1.0,0.6243311975871465,1.0
2008-10-06,0.5986141750775487,1.0,0.6675016709198408,1.0,0.6788131659431206,0.5,0.7655307309340346,0.0,0.5986141750775487,1.0,0.5986141750775487,1.0
2008-10-07,0.6006756249857294,1.0,0.6698003489590802,1.0,0.6799819816819259,0.5,0.7655307309340346,0.0,0.6006756249857294,1.0,0.6006756249857294,1.0
2008-10-08,0.5660724051662367,1.0,0.6312150497624388,1.0,0.6603960645856621,0.5,0.7655307309340346,0.0,0.5660724051662367,1.0,0.5660724051662367,1.0
2008-10-09,0.557842914472661,1.0,0.6220385233494627,1.0,0.655595686384939,0.5,0.7655307309340346,0.0,0.557842914472661,1.0,0.557842914472661,1.0
2008-10-13,0.5458536696743971,1.0,0.6086695767573252,1.0,0.648550605261891,0.5,0.7655307309340346,0.0,0.5458536696743971,1.0,0.5458536696743971,1.0
2008-10-14,0.575331533551293,1.0,0.6415397028121026,1.0,0.6660625205620045,0.5,0.7655307309340346,0.0,0.575331533551293,1.0,0.575331533551293,1.0
2008-10-15,0.5704062339288992,1.0,0.6360476081297427,1.0,0.6632115057212525,0.5,0.7655307309340346,0.0,0.5704062339288992,1.0,0.5704062339288992,1.0
2008-10-16,0.5518912389466162,1.0,0.6154019391792115,1.0,0.6524478105070168,0.5,0.7655307309340346,0.0,0.5518912389466162,1.0,0.5518912389466162,1.0
2008-10-17,0.5393257449651583,1.0,0.6013904296330672,1.0,0.6450203243851232,0.5,0.7655307309340346,0.0,0.5393257449651583,1.0,0.5393257449651583,1.0
2008-10-20,0.5362205229515697,1.0,0.5979278639790232,1.0,0.643163439812867,0.5,0.7655307309340346,0.0,0.5362205229515697,1.0,0.5362205229515697,1.0
2008-10-21,0.5374034646710321,1.0,0.5992469366091352,1.0,0.6438728726234573,0.5,0.7655307309340346,0.0,0.5374034646710321,1.0,0.5374034646710321,1.0
2008-10-22,0.5286912293787052,1.0,0.5895321121743118,1.0,0.6386537287832926,0.5,0.7655307309340346,0.0,0.5286912293787052,1.0,0.5286912293787052,1.0
2008-10-23,0.5143306648284677,1.0,0.5735189584072898,1.0,0.6299800194537278,0.5,0.7655307309340346,0.0,0.5143306648284677,1.0,0.5143306648284677,1.0
2008-10-24,0.4979249593091965,1.0,0.5552253123450098,1.0,0.6199327216850546,0.5,0.7655307309340346,0.0,0.4979249593091965,1.0,0.4979249593091965,1.0
2008-10-27,0.47479344728570294,1.0,0.5294318654648318,1.0,0.6055329803813553,0.5,0.7655307309340346,0.0,0.47479344728570294,1.0,0.47479344728570294,1.0
2008-10-28,0.47839228652414073,1.0,0.533444852970044,1.0,0.6078278897387008,0.5,0.7655307309340346,0.0,0.47839228652414073,1.0,0.47839228652414073,1.0
2008-10-29,0.47910444353355963,1.0,0.5342389637905618,1.0,0.6082803101731343,0.5,0.7655307309340346,0.0,0.47910444353355963,1.0,0.47910444353355963,1.0
2008-10-30,0.5092346649763353,1.0,0.5678365196045919,1.0,0.6274072674495315,0.5,0.7655307309340346,0.0,0.5092346649763353,1.0,0.5092346649763353,1.0
2008-10-31,0.5295686503048136,1.0,0.5905105052005067,1.0,0.6399336045675006,0.5,0.7655307309340346,0.0,0.5295686503048136,1.0,0.5295686503048136,1.0
2008-11-03,0.5430941971707248,1.0,0.6055925488756849,1.0,0.6481057763479368,0.5,0.7655307309340346,0.0,0.5430941971707248,1.0,0.5430941971707248,1.0
2008-11-04,0.5428299923565434,1.0,0.6052979398231874,1.0,0.6479481308905723,0.5,0.7655307309340346,0.0,0.5428299923565434,1.0,0.5428299923565434,1.0
2008-11-05,0.541267595986261,1.0,0.6035557455497765,1.0,0.6470156549569565,0.5,0.7655307309340346,0.0,0.541267595986261,1.0,0.541267595986261,1.0
2008-11-06,0.5103741161914057,1.0,0.5691070969174203,1.0,0.6285510681134138,0.5,0.7655307309340346,0.0,0.5103741161914057,1.0,0.5103741161914057,1.0
2008-11-07,0.5156158092332511,1.0,0.5749519950330179,1.0,0.6317787707492376,0.5,0.7655307309340346,0.0,0.5156158092332511,1.0,0.5156158092332511,1.0
2008-11-10,0.5153918331356324,1.0,0.5747022441490077,1.0,0.6316415529398757,0.5,0.7655307309340346,0.0,0.5153918331356324,1.0,0.5153918331356324,1.0
2008-11-11,0.5043343723939671,1.0,0.5623723097296699,1.0,0.6248657842669957,0.5,0.7655307309340346,0.0,0.5043343723939671,1.0,0.5043343723939671,1.0
2008-11-12,0.5018336683914272,1.0,0.5595838289858669,1.0,0.6233166093016356,0.5,0.7655307309340346,0.0,0.5018336683914272,1.0,0.5018336683914272,1.0
2008-11-13,0.48250866276484317,1.0,0.5380349347509299,1.0,0.6113150261670203,0.5,0.7655307309340346,0.0,0.48250866276484317,1.0,0.48250866276484317,1.0
2008-11-14,0.48412542226561567,1.0,0.5398377481709451,1.0,0.6123392040241152,0.5,0.7655307309340346,0.0,0.48412542226561567,1.0,0.48412542226561567,1.0
2008-11-17,0.4827228534989738,1.0,0.5382737741885513,0.5,0.611452194374699,1.0,0.7655307309340346,1.0,0.4827228534989738,1.0,0.4827228534989738,0.5
2008-11-18,0.4680861242458471,1.0,0.5301132246726651,0.5,0.5929122388796942,1.0,0.7423189315290298,1.0,0.4680861242458471,1.0,0.47540448887241044,0.5
2008-11-19,0.46579308740177905,1.0,0.5288147786253051,0.5,0.5900077101217857,1.0,0.7386824967537249,1.0,0.46579308740177905,1.0,0.47424004503146544,0.5
2008-11-20,0.4446827965699035,1.0,0.5168315246066116,0.5,0.5632678664216659,1.0,0.7052045367739618,1.0,0.4446827965699035,1.0,0.4634934865857618,0.5
2008-11-21,0.4535081071736496,1.0,0.5219601227552743,0.5,0.5744466525420755,1.0,0.7192002414070344,1.0,0.4535081071736496,1.0,0.4680928032374119,0.5
2008-11-24,0.45235995785770083,1.0,0.5212993978989658,0.5,0.5729923223531938,1.0,0.7173794376504095,1.0,0.45235995785770083,1.0,0.46750026649624205,0.5
2008-11-25,0.4638795052085311,1.0,0.5279369583126856,0.5,0.5875838264736495,1.0,0.7356478238260167,1.0,0.4638795052085311,1.0,0.47345281751549395,0.5
2008-11-26,0.4644568416543349,1.0,0.5282654889372318,0.5,0.5883151231879451,1.0,0.7365633984422741,1.0,0.4644568416543349,1.0,0.47374744312823497,0.5
2008-11-27,0.48423958483964463,1.0,0.5395157705178452,0.5,0.6133733976071704,1.0,0.7679360540784397,1.0,0.48423958483964463,1.0,0.48383667334467556,0.5
2008-11-28,0.48497239983864976,1.0,0.5399240036127977,0.5,0.614301634867877,1.0,0.7690981958700733,1.0,0.48497239983864976,1.0,0.48420277597485717,0.5
2008-12-01,0.49127199939983063,1.0,0.5434307031872084,0.5,0.6222811700140707,1.0,0.7790884770877675,1.0,0.49127199939983063,1.0,0.4873475772007297,0.5
2008-12-02,0.47371814456461064,1.0,0.5337219230324228,0.5,0.6000461691622766,1.0,0.7512505257139893,1.0,0.47371814456461064,1.0,0.4786407624067572,0.5
2008-12-03,0.46831227486868543,1.0,0.5306766194031691,0.5,0.5931986978562922,1.0,0.7426775746932136,1.0,0.46831227486868543,1.0,0.47590974014972776,0.5
2008-12-04,0.4626258914194318,1.0,0.5274548047002273,0.5,0.5859959072427968,1.0,0.7336597682091714,1.0,0.4626258914194318,1.0,0.4730204231117697,0.5
2008-12-05,0.45937606347873977,1.0,0.5256021875061186,0.5,0.5818794366608202,1.0,0.7285059969700124,1.0,0.45937606347873977,1.0,0.47135899968513223,0.5
2008-12-08,0.4803885006757333,1.0,0.5376230390846052,0.5,0.6084953317652967,1.0,0.7618287748114269,1.0,0.4803885006757333,1.0,0.4821392755479166,0.5
2008-12-09,0.4862955984347763,1.0,0.5409284802482877,0.5,0.6159776953222986,1.0,0.7711966032297444,1.0,0.4862955984347763,1.0,0.48510358863006736,0.5
2008-12-10,0.5065415154918609,1.0,0.5521887026111583,0.5,0.6416226597609024,1.0,0.8033037876540938,1.0,0.5065415154918609,1.0,0.49520173372032733,0.5
2008-12-11,0.5061827188306269,1.0,0.5519931377296938,0.5,0.6411681815768768,1.0,0.8027347864801485,1.0,0.5061827188306269,1.0,0.4950263515223612,0.5
2008-12-12,0.4872317315418142,1.0,0.5416600953840428,0.5,0.6171634702206199,1.0,0.7726811790199473,1.0,0.4872317315418142,1.0,0.4857596996332964,0.5
2008-12-15,0.5016325248086143,1.0,0.5496648439970048,0.5,0.6354045718794624,1.0,0.7955188170469333,1.0,0.5016325248086143,1.0,0.49293834231901157,0.5
2008-12-16,0.501977187055921,1.0,0.5498536761709849,0.5,0.6358411463774506,1.0,0.7960654030231171,1.0,0.501977187055921,1.0,0.49310768663825416,0.5
2008-12-17,0.5053618355602282,1.0,0.5517074072474458,0.5,0.6401283905800914,1.0,0.8014329807640012,1.0,0.5053618355602282,1.0,0.4947701089923767,0.5
2008-12-18,0.510449137311482,1.0,0.5544843304948832,0.5,0.6465723403469259,1.0,0.8095007277121526,1.0,0.510449137311482,1.0,0.49726044825508997,0.5
2008-12-19,0.5104176066957978,1.0,0.5544672051526602,0.5,0.6465324013549963,1.0,0.8094507245786847,1.0,0.5104176066957978,1.0,0.4972450902821375,0.5
2008-12-22,0.49313230572519845,1.0,0.5450786844652237,0.5,0.6246375705379122,1.0,0.7820386619623747,1.0,0.49313230572519845,1.0,0.4888254835435301,0.5
2008-12-23,0.4790326842013129,1.0,0.5372862491872358,0.5,0.6067779551123275,1.0,0.7596786400723062,1.0,0.4790326842013129,1.0,0.48183724303568265,0.5
2008-12-24,0.4809060376779982,1.0,0.5383368320556764,0.5,0.609150882115588,1.0,0.7626495158986933,1.0,0.4809060376779982,1.0,0.4827794036691917,0.5
2008-12-25,0.4798579165221511,1.0,0.5377501870788597,0.5,0.6078232549355862,1.0,0.7609873427723804,1.0,0.4798579165221511,1.0,0.4822533016170776,0.5
2008-12-26,0.4811224029373484,1.0,0.5384587070208242,0.5,0.6094249462326217,1.0,0.7629926408490423,1.0,0.4811224029373484,1.0,0.4828887008963043,0.5
2008-12-29,0.4801525646894069,1.0,0.5379159991300487,0.5,0.6081964779291346,1.0,0.7614546134334084,1.0,0.4801525646894069,1.0,0.48240200153584134,0.5
2008-12-30,0.4989491606876282,1.0,0.5484449335356866,0.5,0.6320056259455988,1.0,0.7912633779642152,1.0,0.4989491606876282,1.0,0.49184432903592246,0.5
2008-12-31,0.49918618393656455,1.0,0.548575201517128,0.5,0.6323058569883794,1.0,0.7916392635882155,1.0,0.49918618393656455,1.0,0.491961153103407,0.5
2009-01-05,0.5108296792249121,1.0,0.5549729474681464,0.5,0.6470543626633167,1.0,0.8101042138057312,1.0,0.5108296792249121,1.0,0.4976986389879697,0.5
