date,融資餘額,融券餘額,融資限額
2016-01-04,3101,31,15391
2016-01-05,3120,31,15391
2016-01-06,3162,26,15391
2016-01-07,3134,27,15391
2016-01-08,3078,26,15391
2016-01-11,3124,29,15391
2016-01-12,3096,44,15391
2016-01-13,3108,60,15391
2016-01-14,3137,33,15391
2016-01-15,3115,33,15391
2016-01-18,3107,28,15391
2016-01-19,3146,24,15391
2016-01-20,3145,24,15391
2016-01-21,3150,24,15391
2016-01-22,3184,24,15391
2016-01-25,3182,19,15391
2016-01-26,3165,19,15391
2016-01-27,3274,20,15391
2016-01-28,3269,24,15391
2016-01-29,3242,22,15391
2016-01-30,3133,20,15391
2016-02-01,3062,21,15391
2016-02-02,3043,21,15391
2016-02-03,3034,20,15391
2016-02-15,3060,31,15391
2016-02-16,3033,30,15391
2016-02-17,3406,38,15391
2016-02-18,3324,35,15391
2016-02-19,3289,36,15391
2016-02-22,3259,36,15391
2016-02-23,3244,35,15391
2016-02-24,3233,36,15391
2016-02-25,3222,36,15391
2016-02-26,3208,31,15391
2016-03-01,3370,35,15391
2016-03-02,3481,40,15391
2016-03-03,3523,37,15391
2016-03-04,3480,38,15391
2016-03-07,3426,36,15391
2016-03-08,3415,36,15391
2016-03-09,3438,35,15391
2016-03-10,3612,36,15391
2016-03-11,3709,52,15391
2016-03-14,3681,32,15391
2016-03-15,3664,31,15391
2016-03-16,3645,32,15391
2016-03-17,3596,31,15391
2016-03-18,3563,28,15391
2016-03-21,3571,28,15391
2016-03-22,3567,28,15391
2016-03-23,3613,28,15391
2016-03-24,3669,28,15391
2016-03-25,3683,27,15391
2016-03-28,3662,27,15391
2016-03-29,3678,27,15391
2016-03-30,3685,27,15391
2016-03-31,3970,14,15391
2016-04-01,4005,13,15391
2016-04-06,4065,13,15391
2016-04-07,4053,13,15391
2016-04-08,4031,13,15391
2016-04-11,4474,37,15391
2016-04-12,4591,14,15391
2016-04-13,4350,65,15391
2016-04-14,5079,67,15391
2016-04-15,5332,60,15391
2016-04-18,5200,0,15391
2016-04-19,5282,0,15391
2016-04-20,5417,0,15391
2016-04-21,5558,0,15391
2016-04-22,5989,26,15391
2016-04-25,6126,48,15391
2016-04-26,6338,61,15391
2016-04-27,6363,58,15391
2016-04-28,6366,40,15391
2016-04-29,6361,33,15391
2016-05-03,6316,23,15391
2016-05-04,6337,14,15391
2016-05-05,6245,19,15391
2016-05-06,6241,21,15391
2016-05-09,6228,23,15391
2016-05-10,6164,16,15391
2016-05-11,6095,49,15391
2016-05-12,5998,37,15391
2016-05-13,5392,53,15391
2016-05-16,5452,81,15391
2016-05-17,5420,80,15391
2016-05-18,5356,91,15391
2016-05-19,5455,102,15391
2016-05-20,5466,111,15391
2016-05-23,5375,106,15391
2016-05-24,5415,105,15391
2016-05-25,5381,110,15391
2016-05-26,5434,113,15391
2016-05-27,5408,122,15391
2016-05-30,5361,166,15391
2016-05-31,5609,309,15391
2016-06-01,5499,330,15391
2016-06-02,5545,401,15391
2016-06-03,5423,514,15391
2016-06-04,5398,578,15391
2016-06-06,5234,558,15391
2016-06-07,5176,549,15391
2016-06-08,5090,636,15391
2016-06-13,5097,495,15391
2016-06-14,5103,511,15391
2016-06-15,5084,462,15391
2016-06-16,5092,440,15391
2016-06-17,5155,360,15391
2016-06-20,5025,289,15391
2016-06-21,5027,282,15391
2016-06-22,5004,274,15391
2016-06-23,5078,272,15391
2016-06-24,5122,332,15391
2016-06-27,5076,349,15391
2016-06-28,5018,343,15391
2016-06-29,5011,329,15391
2016-06-30,5016,328,15391
2016-07-01,5042,329,15391
2016-07-04,5054,315,15391
2016-07-05,5132,302,15391
2016-07-06,5146,287,15391
2016-07-07,5110,289,15391
2016-07-11,5101,279,15391
2016-07-12,5100,184,15391
2016-07-13,5240,219,15391
2016-07-14,5331,263,15391
2016-07-15,5277,292,15391
2016-07-18,5342,305,15391
2016-07-19,5363,345,15391
2016-07-20,5410,368,15391
2016-07-21,5395,391,15391
2016-07-22,5363,373,15391
2016-07-25,5359,380,15391
2016-07-26,5304,371,15391
2016-07-27,5303,411,15391
2016-07-28,5303,424,15391
2016-07-29,5344,417,15391
2016-08-01,5402,487,15391
2016-08-02,5350,468,15391
2016-08-03,5337,436,15391
2016-08-04,5285,409,15391
2016-08-05,5224,371,15391
2016-08-08,5136,290,15391
2016-08-09,5119,263,15391
2016-08-10,5033,251,15391
2016-08-11,4909,111,15391
2016-08-12,4896,0,15391
2016-08-15,4880,0,15391
2016-08-16,4874,0,15391
2016-08-17,4813,0,15391
2016-08-18,4819,0,15391
2016-08-19,4837,10,15391
2016-08-22,4838,10,15391
2016-08-23,4827,15,15391
2016-08-24,4835,13,15391
2016-08-25,4825,13,15391
2016-08-26,4772,13,15391
2016-08-29,4720,13,15391
2016-08-30,4728,13,15391
2016-08-31,4723,13,15391
2016-09-01,4717,11,15391
2016-09-02,4634,12,15391
2016-09-05,4646,23,15391
2016-09-06,4641,27,15391
2016-09-07,4648,27,15391
2016-09-08,4648,27,15391
2016-09-09,4650,27,15391
2016-09-10,4651,25,15391
2016-09-12,4632,29,15391
2016-09-13,4593,28,15391
2016-09-14,4588,31,15391
2016-09-19,4589,35,15391
2016-09-20,4531,44,15391
2016-09-21,4673,86,15391
2016-09-22,4596,101,15391
2016-09-23,4661,86,15391
2016-09-26,4606,47,15391
2016-09-29,4587,49,15391
2016-09-30,4542,41,15391
2016-10-03,4543,39,15391
2016-10-04,4515,38,15391
2016-10-05,4507,86,15391
2016-10-06,4526,56,15391
2016-10-07,4511,49,15391
2016-10-11,4467,45,15391
2016-10-12,4423,52,15391
2016-10-13,4398,53,15391
2016-10-14,4435,67,15391
2016-10-17,4416,74,15391
2016-10-18,4516,72,15391
2016-10-19,4547,76,15391
2016-10-20,4607,81,15391
2016-10-21,4585,100,15391
2016-10-24,4720,88,15391
2016-10-25,4787,94,15391
2016-10-26,4760,94,15391
2016-10-27,4766,90,15391
2016-10-28,4745,88,15391
2016-10-31,4760,89,15391
2016-11-01,4724,87,15391
2016-11-02,4770,84,15391
2016-11-03,4761,87,15391
2016-11-04,4770,87,15391
2016-11-07,4779,88,15391
2016-11-08,4777,88,15391
2016-11-09,4717,72,15391
2016-11-10,4759,79,15391
2016-11-11,4892,78,15391
2016-11-14,4938,82,15391
2016-11-15,5231,159,15391
2016-11-16,5307,321,15391
2016-11-17,5653,448,15391
2016-11-18,5620,528,15391
2016-11-21,5552,547,15391
2016-11-22,5617,361,15391
2016-11-23,5772,350,15391
2016-11-24,6005,334,15175
2016-11-25,6032,308,15175
2016-11-28,5976,293,15175
2016-11-29,5944,313,15175
2016-11-30,5889,292,15175
2016-12-01,5795,250,15175
2016-12-02,5765,206,15175
2016-12-05,5699,193,15175
2016-12-06,5676,196,15175
2016-12-07,5652,191,15175
2016-12-08,5742,199,15175
2016-12-09,5726,203,15175
2016-12-12,5669,206,15175
2016-12-13,5638,169,15175
2016-12-14,5641,169,15175
2016-12-15,5632,142,15175
2016-12-16,5716,134,15175
2016-12-19,5737,132,15175
2016-12-20,5741,136,15175
2016-12-21,5644,160,15175
2016-12-22,5631,137,15175
2016-12-23,5591,140,15175
2016-12-26,5605,127,15175
2016-12-27,5482,246,15175
2016-12-28,5333,215,15175
2016-12-29,5304,196,15175
2016-12-30,5221,192,15175
2017-01-03,5180,158,15175
2017-01-04,5179,149,15175
2017-01-05,5161,155,15175
2017-01-06,5073,146,15175
2017-01-09,5165,143,15175
2017-01-10,5088,126,15175
2017-01-11,5008,129,15175
2017-01-12,4916,144,15175
2017-01-13,4851,132,15175
2017-01-16,4801,117,15175
2017-01-17,4809,107,15175
2017-01-18,4804,73,15175
2017-01-19,4848,73,15175
2017-01-20,4867,74,15175
2017-01-23,4809,51,15175
2017-01-24,4730,51,15175
2017-02-02,4739,56,15175
2017-02-03,4779,67,15175
2017-02-06,4953,63,15175
2017-02-07,5165,59,15175
2017-02-08,5482,88,15175
2017-02-09,5548,118,15175
2017-02-10,5607,110,15175
2017-02-13,5596,98,15175
2017-02-14,5800,118,15175
2017-02-15,7056,268,15175
2017-02-16,6821,287,15175
2017-02-17,6808,277,15175
2017-02-18,6751,278,15175
2017-02-20,7105,303,15175
2017-02-21,7203,293,15175
2017-02-22,7099,274,15175
2017-02-23,6956,185,15175
2017-02-24,6779,192,15175
2017-03-01,6828,185,15175
2017-03-02,6849,195,15175
2017-03-03,7172,193,15175
2017-03-06,7586,244,15175
2017-03-07,7508,312,15175
2017-03-08,7362,315,15175
2017-03-09,7144,293,15175
2017-03-10,7221,325,15175
2017-03-13,7190,450,15175
2017-03-14,7245,444,15175
2017-03-15,7197,366,15175
2017-03-16,7447,382,15175
2017-03-17,7835,465,15175
2017-03-20,7834,461,15175
2017-03-21,8326,591,15175
2017-03-22,8128,598,15175
2017-03-23,8021,582,15175
2017-03-24,8091,537,15175
2017-03-27,8047,541,15175
2017-03-28,7920,558,15175
2017-03-29,7941,572,15175
2017-03-30,8015,585,15175
2017-03-31,7952,749,15175
2017-04-05,8150,650,15175
2017-04-06,8158,585,15175
2017-04-07,8073,444,15175
2017-04-10,8052,0,15175
2017-04-11,8083,0,15175
2017-04-12,8133,0,15175
2017-04-13,8138,0,15175
2017-04-14,9005,476,15175
2017-04-17,9769,1092,15175
2017-04-18,9650,1410,15175
2017-04-19,9746,1532,15175
2017-04-20,9643,1304,15175
2017-04-21,9876,1522,15175
2017-04-24,10321,1677,15175
2017-04-25,10196,1636,15175
2017-04-26,10470,1694,15175
2017-04-27,10466,1574,15175
2017-04-28,10317,1553,15175
2017-05-02,9995,1521,15175
2017-05-03,9881,1480,15175
2017-05-04,9572,1506,15175
2017-05-05,10335,1620,15175
2017-05-08,9769,1572,15175
2017-05-09,9583,1502,15175
2017-05-10,9333,1566,15175
2017-05-11,9096,1564,15175
2017-05-12,8943,1560,15175
2017-05-15,8900,1546,15175
2017-05-16,8792,1571,15175
2017-05-17,8934,1577,15175
2017-05-18,9181,1704,15175
2017-05-19,9189,1643,15175
2017-05-22,9073,1557,15175
2017-05-23,9078,1568,15175
2017-05-24,9066,1561,15175
2017-05-25,8919,1399,15175
2017-05-26,9085,1373,15175
2017-05-31,9060,1321,15175
2017-06-01,8884,1207,15175
2017-06-02,8913,1238,15175
2017-06-03,9071,1228,15175
2017-06-05,9037,1290,15175
2017-06-06,9700,1411,15175
2017-06-07,9621,1492,15175
2017-06-08,9814,1556,15175
2017-06-09,9950,1622,15175
2017-06-12,10108,1646,15175
2017-06-13,9718,1520,15175
2017-06-14,9455,1247,15175
2017-06-15,9394,1272,15175
2017-06-16,9300,1227,15175
2017-06-19,9341,1136,15175
2017-06-20,9161,1095,15175
2017-06-21,9164,1131,15175
2017-06-22,9258,1141,15175
2017-06-23,9159,1126,15175
2017-06-26,9148,1043,15175
2017-06-27,9100,1051,15175
2017-06-28,9187,1030,15175
2017-06-29,9477,1087,15175
2017-06-30,9514,1068,15175
2017-07-03,9537,1264,15175
2017-07-04,9656,1295,15175
2017-07-05,10105,1496,15175
2017-07-06,10222,1715,15175
2017-07-07,10423,1716,15175
2017-07-10,10632,1694,15175
2017-07-11,10653,1689,15175
2017-07-12,10785,1684,15175
2017-07-13,10796,1792,15175
2017-07-14,12002,1969,15175
2017-07-17,11383,2206,15175
2017-07-18,11352,2639,15175
2017-07-19,11270,2638,15175
2017-07-20,10499,3354,15175
2017-07-21,9776,3388,15175
2017-07-24,9753,3260,15175
2017-07-25,9696,3169,15175
2017-07-26,9374,3049,15175
2017-07-27,8842,3045,15175
2017-07-28,9279,3069,15175
2017-07-31,8985,3019,15175
2017-08-01,9049,2981,15175
2017-08-02,10309,3016,15175
2017-08-03,10071,2987,15175
2017-08-04,9770,2212,15175
2017-08-07,9265,2631,15175
2017-08-08,9230,2612,15175
2017-08-09,9246,2400,15175
2017-08-10,8619,2238,15175
2017-08-11,8579,2041,15175
2017-08-14,8400,1958,15180
2017-08-15,8490,2057,15180
2017-08-16,8447,2074,15180
2017-08-17,8447,2123,15180
2017-08-18,8494,2220,15180
2017-08-21,8501,2242,15180
2017-08-22,8646,2230,15180
2017-08-23,8237,2284,15180
2017-08-24,8751,2322,15180
2017-08-25,10234,2228,15180
2017-08-28,9902,2210,15180
2017-08-29,9515,2221,15180
2017-08-30,9426,2224,15180
2017-08-31,9352,2166,15180
2017-09-01,9559,2170,15180
2017-09-04,9632,2149,15180
2017-09-05,9315,2430,15180
2017-09-06,9287,2637,15180
2017-09-07,9336,2510,15180
2017-09-08,9270,2556,15180
2017-09-11,9511,2570,15180
2017-09-12,9291,2565,15180
2017-09-13,9053,2510,15180
2017-09-14,8932,2532,15180
2017-09-15,9061,2694,15180
2017-09-18,8798,2760,15180
2017-09-19,8840,2743,15180
2017-09-20,8621,2703,15180
2017-09-21,8547,2760,15180
2017-09-22,8651,2789,15180
2017-09-25,8550,2624,15180
2017-09-26,8161,2500,15180
2017-09-27,8113,2643,15180
2017-09-28,9095,3487,15180
2017-09-29,9483,3253,15180
2017-09-30,9977,4250,15180
2017-10-02,11220,4627,15180
2017-10-03,10523,4560,15180
2017-10-05,11377,4344,15180
2017-10-06,11617,4274,15180
2017-10-11,11588,4276,15180
2017-10-12,11835,4193,15180
2017-10-13,11985,4111,15186
2017-10-16,11516,3825,15186
2017-10-17,11539,3848,15186
2017-10-18,11839,3697,15186
2017-10-19,12212,3950,15186
2017-10-20,12222,3885,15186
2017-10-23,11836,3947,15186
2017-10-24,13051,4770,15186
2017-10-25,11502,4035,15186
2017-10-26,11411,4226,15186
2017-10-27,11933,3883,15186
2017-10-30,11772,3628,15186
2017-10-31,12123,3658,15186
2017-11-01,11336,3567,15186
2017-11-02,11537,3632,15186
2017-11-03,11339,3424,15186
2017-11-06,11301,3658,15186
2017-11-07,11269,3626,15186
2017-11-08,10936,3595,15186
2017-11-09,10861,3350,15186
2017-11-10,10953,3388,15186
2017-11-13,9963,2650,15186
2017-11-14,9910,2226,15241
2017-11-15,9886,2261,15241
2017-11-16,9895,2262,15241
2017-11-17,9908,2269,15241
2017-11-20,9738,2125,15241
2017-11-21,9739,2063,15241
2017-11-22,9642,1994,15241
2017-11-23,9721,1987,15241
2017-11-24,9639,1911,15241
2017-11-27,9448,1947,15241
2017-11-28,9386,1850,15241
2017-11-29,9429,1855,15241
2017-11-30,9384,1778,15241
2017-12-01,9025,1627,15241
2017-12-04,8607,1528,15241
2017-12-05,8624,1485,15241
2017-12-06,8545,1320,15241
2017-12-07,8769,1303,15241
2017-12-08,8951,1184,15241
2017-12-11,9475,1159,15241
2017-12-12,9638,1430,15241
2017-12-13,9748,1463,15241
2017-12-14,9690,1535,15247
2017-12-15,9686,1602,15247
2017-12-18,9654,1548,15247
2017-12-19,9494,1439,15247
2017-12-20,9606,1467,15247
2017-12-21,9301,2014,15247
2017-12-22,9704,1929,15247
2017-12-25,9739,1756,15247
2017-12-26,9652,1661,15247
2017-12-27,9398,1675,15247
2017-12-28,9302,1689,15247
2017-12-29,9232,1694,15247
2018-01-02,9025,1813,15247
2018-01-03,8966,1725,15247
2018-01-04,10307,2240,15247
2018-01-05,9503,2010,15247
2018-01-08,9325,1989,15247
2018-01-09,9202,1943,15247
2018-01-10,8865,1809,15247
2018-01-11,8699,1833,15247
2018-01-12,8785,1780,15250
2018-01-15,8980,1829,15250
2018-01-16,9105,1990,15250
2018-01-17,9084,1939,15250
2018-01-18,10129,2216,15250
2018-01-19,9628,2366,15250
2018-01-22,9541,2519,15250
2018-01-23,9250,2345,15250
2018-01-24,9330,2687,15250
2018-01-25,9139,3021,15250
2018-01-26,9536,2748,15250
2018-01-29,9573,3087,15250
2018-01-30,9462,2753,15250
2018-01-31,9618,2544,15250
2018-02-01,9581,2448,15250
2018-02-02,9793,2648,15250
2018-02-05,9334,2343,15250
2018-02-06,8519,1981,15250
2018-02-07,8155,1700,15250
2018-02-08,7832,1912,15250
2018-02-09,7693,1661,15250
2018-02-12,7468,1697,15282
2018-02-21,7453,1924,15282
2018-02-22,7550,2240,15282
2018-02-23,7484,2310,15282
2018-02-26,7621,2365,15282
2018-02-27,7553,2385,15282
2018-03-01,7566,2481,15282
2018-03-02,7709,2434,15282
2018-03-05,7859,2568,15282
2018-03-06,8149,3353,15282
2018-03-07,7470,3095,15282
2018-03-08,7052,2855,15282
2018-03-09,7101,2921,15282
2018-03-12,7465,3022,15282
2018-03-13,7235,3029,15282
2018-03-14,7503,2956,15295
2018-03-15,7448,2859,15295
2018-03-16,7239,2724,15295
2018-03-19,7368,2606,15295
2018-03-20,7382,2352,15295
2018-03-21,7631,2154,15295
2018-03-22,7292,1405,15295
2018-03-23,6642,1016,15295
2018-03-26,6430,22,15295
2018-03-27,6336,0,15295
2018-03-28,6293,0,15295
2018-03-29,6142,0,15295
2018-03-30,6214,480,15295
2018-03-31,6694,588,15295
2018-04-02,6637,720,15295
2018-04-03,6748,654,15295
2018-04-09,6922,660,15295
2018-04-10,7166,788,15295
2018-04-11,7551,1020,15295
2018-04-12,7817,1567,15295
2018-04-13,7713,1727,15376
2018-04-16,7576,1738,15376
2018-04-17,7419,1692,15376
2018-04-18,7420,1572,15376
2018-04-19,7463,1614,15376
2018-04-20,7177,1770,15376
2018-04-23,7435,1735,15376
2018-04-24,7333,1650,15376
2018-04-25,7127,1885,15376
2018-04-26,6983,1932,15376
2018-04-27,6593,2629,15376
2018-04-30,7027,2462,15376
2018-05-02,6891,2624,15376
2018-05-03,7696,1924,15376
2018-05-04,7326,1796,15376
2018-05-07,7348,1737,15376
2018-05-08,7299,1709,15376
2018-05-09,7251,1726,15376
2018-05-10,7162,1698,15376
2018-05-11,6959,1641,15376
2018-05-14,6932,1603,15376
2018-05-15,7037,1533,15376
2018-05-16,6798,1539,15376
2018-05-17,6877,1587,15376
2018-05-18,6920,1505,15376
2018-05-21,6997,1516,15376
2018-05-22,7159,1502,15376
2018-05-23,7200,1556,15376
2018-05-24,7188,1505,15376
2018-05-25,7062,1473,15376
2018-05-28,7334,1541,15376
2018-05-29,7421,1442,15376
2018-05-30,7019,1485,15376
2018-05-31,6706,1385,15376
2018-06-01,6588,1470,15376
2018-06-04,6918,1805,15376
2018-06-05,6923,1522,15376
2018-06-06,6761,1477,15376
2018-06-07,6726,1571,15376
2018-06-08,9564,1895,15376
2018-06-11,8020,1353,15376
2018-06-12,7078,1257,15376
2018-06-13,6925,1237,15376
2018-06-14,6922,1246,15376
2018-06-15,6930,1280,15376
2018-06-19,6801,1253,15376
2018-06-20,6698,1180,15376
2018-06-21,6590,1139,15376
2018-06-22,6420,1225,15376
2018-06-25,6640,1096,15376
2018-06-26,6786,1063,15376
2018-06-27,6602,1173,15376
2018-06-28,6607,1126,15376
2018-06-29,6579,1111,15376
2018-07-02,6587,1093,15376
2018-07-03,6164,1221,15376
2018-07-04,6609,1168,15376
2018-07-05,6255,1244,15376
2018-07-06,6165,1257,15376
2018-07-09,6075,1349,15376
2018-07-10,6175,1369,15376
2018-07-11,5987,1413,15376
2018-07-12,6059,1306,15376
2018-07-13,6092,1306,15406
2018-07-16,6008,1327,15406
2018-07-17,5867,1254,15406
2018-07-18,5928,1250,15406
2018-07-19,5910,1334,15406
2018-07-20,6115,1301,15406
2018-07-23,6387,1576,15406
2018-07-24,6325,1458,15406
2018-07-25,6203,1385,15406
2018-07-26,6228,1275,15406
2018-07-27,6199,1350,15406
2018-07-30,6275,1104,15406
2018-07-31,6133,913,15406
2018-08-01,6161,980,15406
2018-08-02,6145,926,15406
2018-08-03,6119,936,15406
2018-08-06,6177,872,15406
2018-08-07,6153,834,15406
2018-08-08,6192,861,15406
2018-08-09,6243,771,15406
2018-08-10,6332,789,15406
2018-08-13,6170,910,15406
2018-08-14,6097,357,15408
2018-08-15,6033,354,15408
2018-08-16,6226,334,15408
2018-08-17,5981,327,15408
2018-08-20,5870,278,15408
2018-08-21,5715,235,15408
2018-08-22,5750,181,15408
2018-08-23,6012,96,15408
2018-08-24,5964,2,15408
2018-08-27,5861,0,15408
2018-08-28,5969,0,15408
2018-08-29,6055,0,15408
2018-08-30,6029,75,15408
2018-08-31,5946,95,15408
2018-09-03,5856,97,15408
2018-09-04,5842,169,15408
2018-09-05,6113,208,15408
2018-09-06,6125,251,15408
2018-09-07,6004,786,15408
2018-09-10,5858,714,15408
2018-09-11,5672,484,15408
2018-09-12,5726,506,15408
2018-09-13,5654,623,15408
2018-09-14,5690,748,15418
2018-09-17,5657,782,15418
2018-09-18,5767,866,15418
2018-09-19,5847,976,15418
2018-09-20,6076,1750,15418
2018-09-21,5901,1165,15418
2018-09-25,5885,1152,15418
2018-09-26,5878,1186,15418
2018-09-27,5746,1148,15418
2018-09-28,5926,1115,15418
2018-10-01,5918,1098,15418
2018-10-02,5917,1106,15418
2018-10-03,5845,1139,15418
2018-10-04,5755,1145,15418
2018-10-05,5497,866,15418
2018-10-08,5370,1010,15418
2018-10-09,5135,842,15418
2018-10-11,4730,809,15418
2018-10-12,4641,831,15419
2018-10-15,4827,961,15419
2018-10-16,5033,1009,15419
2018-10-17,5037,1032,15419
2018-10-18,5094,1096,15419
2018-10-19,5057,1039,15419
2018-10-22,5028,1013,15419
2018-10-23,5038,1037,15419
2018-10-24,5063,1055,15419
2018-10-25,4971,1055,15419
2018-10-26,4911,997,15419
2018-10-29,4962,913,15419
2018-10-30,4915,920,15419
2018-10-31,4850,895,15419
2018-11-01,4696,893,15419
2018-11-02,4682,1146,15419
2018-11-05,4758,1131,15419
2018-11-06,4778,1058,15419
2018-11-07,4806,1104,15419
2018-11-08,4807,933,15419
2018-11-09,4815,939,15419
2018-11-12,4775,942,15419
2018-11-13,4755,887,15419
2018-11-14,4721,873,15420
2018-11-15,5069,1075,15420
2018-11-16,5367,1281,15420
2018-11-19,5017,1282,15420
2018-11-20,4893,1288,15420
2018-11-21,4915,1190,15420
2018-11-22,4753,1345,15420
2018-11-23,4696,1262,15420
2018-11-26,4645,1373,15420
2018-11-27,4657,1309,15420
2018-11-28,5067,1143,15420
2018-11-29,4807,1222,15420
2018-11-30,5047,1189,15420
2018-12-03,4728,924,15420
2018-12-04,5366,988,15420
2018-12-05,5851,1096,14939
2018-12-06,5891,967,14939
2018-12-07,6087,1251,14939
2018-12-10,5979,1473,14939
2018-12-11,5992,1543,14939
2018-12-12,5703,1500,14939
2018-12-13,5724,1531,14939
2018-12-14,5724,1557,14943
2018-12-17,5984,1586,14943
2018-12-18,6107,1680,14943
2018-12-19,6143,1604,14943
2018-12-20,5819,1546,14943
2018-12-21,5897,1412,14943
2018-12-22,5899,1379,14943
2018-12-24,5912,1282,14943
2018-12-25,5978,1228,14943
2018-12-26,5959,1279,14943
2018-12-27,6107,1332,14943
2018-12-28,6179,1268,14943
2019-01-02,6125,1221,14943
2019-01-03,6155,1272,14943
2019-01-04,6005,1158,14943
2019-01-07,6525,1192,14943
2019-01-08,6566,1260,14943
2019-01-09,7017,1199,14943
2019-01-10,6957,1311,14943
2019-01-11,7315,1247,14943
2019-01-14,7291,1271,14943
2019-01-15,7318,1227,14943
2019-01-16,7547,1366,14943
2019-01-17,7460,1368,14943
2019-01-18,7233,1393,14943
2019-01-21,7309,1397,14943
2019-01-22,6993,1363,14943
2019-01-23,7013,1394,14943
2019-01-24,7013,1389,14943
2019-01-25,7039,1405,14943
2019-01-28,6812,1353,14943
2019-01-29,6554,1150,14943
2019-01-30,6294,1110,14943
2019-02-11,6199,1116,14943
2019-02-12,6270,1115,14943
2019-02-13,6291,1088,14943
2019-02-14,6341,1084,14951
2019-02-15,6294,1058,14951
2019-02-18,6429,1055,14951
2019-02-19,6648,1044,14951
2019-02-20,6485,1073,14951
2019-02-21,6485,1069,14951
2019-02-22,6355,1015,14951
2019-02-25,6465,1013,14951
2019-02-26,6828,926,14951
2019-02-27,6391,1059,14951
2019-03-04,6546,1064,14951
2019-03-05,6536,1180,14951
2019-03-06,6772,1831,14951
2019-03-07,6681,1816,14951
2019-03-08,6826,1985,14951
2019-03-11,6961,2226,14951
2019-03-12,7120,2574,14951
2019-03-13,7259,2740,14951
2019-03-14,7182,2895,14951
2019-03-15,7247,3308,14951
2019-03-18,6649,617,14951
2019-03-19,7017,480,14951
2019-03-20,7076,518,14951
2019-03-21,7063,446,14951
2019-03-22,7145,459,14951
2019-03-25,7136,429,14951
2019-03-26,7199,406,14951
2019-03-27,7122,382,14951
2019-03-28,7071,384,14951
2019-03-29,7105,374,14951
2019-04-01,7085,319,14951
2019-04-02,7084,264,14951
2019-04-03,7136,259,14951
2019-04-08,7266,249,14951
2019-04-09,7349,225,14951
2019-04-10,7695,199,14951
2019-04-11,8015,166,14951
2019-04-12,8028,126,14970
2019-04-15,8099,2,14970
2019-04-16,8205,0,14970
2019-04-17,8224,0,14970
2019-04-18,8159,0,14970
2019-04-19,8748,93,14970
2019-04-22,8270,95,14970
2019-04-23,8471,171,14970
2019-04-24,8346,180,14970
2019-04-25,8399,222,14970
2019-04-26,8438,165,14970
2019-04-29,8310,113,14970
2019-04-30,8355,98,14970
2019-05-02,8379,73,14970
2019-05-03,9205,221,14970
2019-05-06,8561,126,14970
2019-05-07,8434,175,14970
2019-05-08,8325,177,14970
2019-05-09,8010,165,14970
2019-05-10,7847,203,14970
2019-05-13,8209,211,14970
2019-05-14,8139,174,15046
2019-05-15,7954,165,15046
2019-05-16,7876,165,15046
2019-05-17,7800,158,15046
2019-05-20,7872,287,15046
2019-05-21,7810,213,15046
2019-05-22,7681,237,15046
2019-05-23,7618,249,15046
2019-05-24,7642,232,15046
2019-05-27,7528,269,15046
2019-05-28,7300,532,15046
2019-05-29,7109,545,15046
2019-05-30,7061,550,15046
2019-05-31,6894,671,15046
2019-06-03,6889,683,15046
2019-06-04,6721,532,15046
2019-06-05,6768,461,15046
2019-06-06,6797,399,15046
2019-06-10,6558,421,15046
2019-06-11,5937,415,15046
2019-06-12,6559,984,15046
2019-06-13,6542,929,15046
2019-06-14,7268,476,15046
2019-06-17,7268,410,15046
2019-06-18,7348,423,15046
2019-06-19,7410,404,15046
2019-06-20,7098,481,15046
2019-06-21,6658,905,15046
2019-06-24,6421,939,15046
2019-06-25,6573,802,15046
2019-06-26,6811,882,15046
2019-06-27,6724,816,15046
2019-06-28,7209,597,15046
2019-07-01,7132,651,15046
2019-07-02,7255,697,15046
2019-07-03,7291,562,15046
2019-07-04,7182,568,15046
2019-07-05,7184,566,15046
2019-07-08,7236,564,15046
2019-07-09,7265,639,15046
2019-07-10,7013,774,15046
2019-07-11,7218,524,15046
2019-07-12,7004,473,15047
2019-07-15,7417,448,15047
2019-07-16,8118,402,15047
2019-07-17,7964,427,15047
2019-07-18,7994,432,15047
2019-07-19,7720,491,15047
2019-07-22,7694,586,15047
2019-07-23,7391,635,15047
2019-07-24,6853,867,15047
2019-07-25,6937,820,15047
2019-07-26,6665,861,15047
2019-07-29,6624,840,15047
2019-07-30,6375,761,15047
2019-07-31,6398,750,15047
2019-08-01,6541,741,15047
2019-08-02,6498,663,15047
2019-08-05,6189,631,15047
2019-08-06,6439,585,15047
2019-08-07,6322,516,15047
2019-08-08,6446,507,15047
2019-08-12,6816,538,15047
2019-08-13,6564,392,15047
2019-08-14,7073,297,15056
2019-08-15,7425,238,15056
2019-08-16,7600,12,15056
2019-08-19,8285,0,15056
2019-08-20,8331,0,15056
2019-08-21,7985,0,15056
2019-08-22,8356,652,15056
2019-08-23,7805,681,15056
2019-08-26,7478,818,15056
2019-08-27,7633,827,15056
2019-08-28,7496,675,15056
2019-08-29,7805,891,15056
2019-08-30,7602,940,15056
2019-09-02,7729,749,15056
2019-09-03,7674,819,15056
2019-09-04,7994,488,15056
2019-09-05,7946,468,15056
2019-09-06,8071,572,15056
2019-09-09,8098,515,15056
2019-09-10,8074,515,15056
2019-09-11,8686,747,15056
2019-09-12,8842,718,15056
